,city,Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Single_Bed,Double_bed,Room_type,price,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
4784,Paris,Mary's Hotel République,yes,"15 rue de Malte, 11th arr., 75011 Paris, France",3775,7.9,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Superior Double Room,11932,Continental,no,no
4785,Paris,Amélie Hotel,yes,"5 rue Amélie, 7th arr., 75007 Paris, France",466,7.9,3,Good,no,yes,no,no,yes,no,single bed,double bed,Twin Room,12213,Continental,no,no
4786,Paris,Hotel Terminus Montparnasse,yes,"59 Boulevard du Montparnasse, 6th arr., 75006 Paris, France",2499,7.4,3,Good,yes,yes,no,no,yes,no,single bed,double bed,Classic Room without elevator,11667,Gluten-free, Buffet,no
4787,Paris,Hôtel Le Fabe,yes,"113 Bis, Rue De L'ouest, 14th arr., 75014 Paris, France",1962,8.5,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Cosy Double Room,13467,Continental, Vegetarian, Vegan
4788,Paris,Mercure Paris Bastille Marais,yes,"53 Rue Richard Lenoir, 11th arr., 75011 Paris, France",740,7.9,3,Good,no,yes,no,yes,yes,yes,single bed,double bed,Classic Double Room,17448,no,no,no
4789,Paris,Hôtel Elysées Flaubert,yes,"19, Rue Rennequin, 17th arr., 75017 Paris, France",1175,8.4,4,Very good,no,yes,no,no,yes,yes,single bed,double bed,Standard Double Room,13170,Continental, American,no
4790,Paris,Apartments WS Opéra - Laffitte,yes,"20 Rue Laffitte, 9th arr., 75009 Paris, France",599,7.6,4,Good,no,yes,no,no,yes,no,single bed,double bed,One-Bedroom Apartment,13183,Continental,no,no
4791,Paris,Hôtel L'Interlude,yes,"258 Avenue Daumesnil, 12th arr., 75012 Paris, France",2097,8.2,2,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Classic Double Room with Street View,13965,no,no,no
4792,Paris,Vice Versa,yes,"213 rue de la Croix Nivert, 15th arr., 75015 Paris, France",609,7.8,4,Good,no,yes,no,yes,yes,yes,single bed,double bed,Classic Room,14053,Continental,no,no
4793,Paris,"Holiday Inn Paris Montmartre, an IHG Hotel",yes,"23 Rue Damrémont, 18th arr., 75018 Paris, France",916,8.3,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Room,20285,Continental, Vegetarian, American
4794,Paris,ibis Budget Paris Nord 18ème,yes,"7 IMPASSE MARTEAU, 18th arr., 75018 Paris, France",3203,6.9,3,Pleasant,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room with One Bunk Bed,8640,Continental,no,no
4795,Paris,Hôtel Odyssey by Elegancia,yes,"19 Rue Hérold, 1st arr., 75001 Paris, France",1082,8.0,4,Very good,yes,yes,no,yes,yes,yes,,double bed,Superior Double Room,19180,Continental, Vegetarian, Gluten-free
4796,Paris,Pavillon Monceau,yes,"43 rue Jouffroy d'Abbans, 17th arr., 75017 Paris, France",1565,7.9,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,11225,Continental, Gluten-free,no
4797,Paris,Arcadie Montparnasse,yes,"71 Avenue Du Maine, 14th arr., 75014 Paris, France",2102,8.0,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Comfort Double Room,14319,Continental,no,no
4798,Paris,Hôtel Beauregard,yes,"14 Rue Pétel, 15th arr., 75015 Paris, France",312,8.4,4,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Room,16995,no,no,no
4799,Paris,Kyriad Paris 18 - Porte de Clignancourt - Montmartre,yes,"78 Boulevard Ornano, 18th arr., 75018 Paris, France",3557,8.1,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,11057,no,no,no
4800,Paris,Residhome Paris Rosa Parks,yes,"3 Rue Gaston Tessier, 19th arr., 75019 Paris, France",2469,8.2,4,Very good,yes,yes,no,no,yes,yes,,double bed,Studio with Double Bed or Twin Beds,10606,Continental, Buffet,no
4801,Paris,Hotel Claude Bernard Saint-Germain,yes,"43 Rue Des Ecoles, 5th arr., 75005 Paris, France",1177,7.7,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Twin Room,20329,Continental,no,no
4802,Paris,Princesse Caroline,yes,"1Bis Rue Troyon, 17th arr., 75017 Paris, France",311,8.5,3,Very good,no,yes,no,yes,yes,yes,single bed,double bed,Standard Double or Twin Room,16352,Buffet,no,no
4803,Paris,Hôtel Ambassadeur,yes,"153 Rue Legendre, 17th arr., 75017 Paris, France",1086,7.5,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,12648,no,no,no
4804,Paris,Hôtel Bedford,yes,"17, rue de l'Arcade, 8th arr., 75008 Paris, France",2114,8.3,4,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Room with View,29168,no,no,no
4805,Paris,Best Western Plus 61 Paris Nation Hotel,yes,"61, rue de la Voute, 12th arr., 75012 Paris, France",1466,7.6,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Superior Queen Room,12542,Continental, American,no
4806,Paris,Mama Shelter Paris East,yes,"109, Rue De Bagnolet, 20th arr., 75020 Paris, France",1457,8.0,4,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Small Mama Double Room,14381,Continental, Full English/Irish, Vegetarian
4807,Paris,Mode Paris Aparthotel,yes,"4 Rue Leroux, 16th arr., 75116 Paris, France",181,9.0,2,Superb,yes,yes,no,no,yes,yes,,double bed,Superior Studio,29831,no,no,no
4808,Paris,ATN Hôtel,yes,"21, rue d'Athènes, 9th arr., 75009 Paris, France",1541,7.9,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,10960,Continental,no,no
4809,Paris,Hotel Terre Neuve,yes,"22 bis rue terre neuve, 20th arr., 75020 Paris, France",374,8.3,3,Very good,no,yes,no,no,yes,no,single bed,double bed,Classic Double Room - Ground Floor,10253,no,no,no
4810,Paris,Hôtel le 209 Paris Bercy,yes,"209/211 rue de Charenton, 12th arr., 75012 Paris, France",2943,8.3,4,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room,13501,Vegetarian, American,no
4811,Paris,Hilton Garden Inn Paris La Villette,yes,"27 Quai de le Gironde, 19th arr., 75019 Paris, France",100,8.6,3,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Deluxe King Room,19445,Continental,no,no
4812,Paris,Hipotel Paris Voltaire Bastille,yes,"132 boulevard Voltaire, 11th arr., 75011 Paris, France",2454,7.1,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Twin Room,8220,no,no,no
4813,Paris,Apartments WS Hôtel de Ville - Musée Pompidou,yes,"12 Rue Pernelle, 4th arr., 75004 Paris, France",550,7.4,4,Good,yes,no,no,no,yes,no,,double bed,Apartment,17381,Continental,no,no
4814,Paris,Hôtel R de Paris - Boutique Hotel,yes,"41 rue de Clichy, 9th arr., 75009 Paris, France",677,8.7,2,Fabulous,yes,yes,no,no,yes,yes,,double bed,Classic Double Room,23953,Continental,no,no
4815,Paris,Pink Hotel,yes,"20 Bis Rue Dugommier, 12th arr., 75012 Paris, France",1005,8.1,2,Very good,no,yes,no,no,yes,yes,single bed,double bed,Double Room,10606,Continental,no,no
4816,Paris,Novotel Paris Porte Versailles,yes,"4 Av De La Porte De La Plaine, 15th arr., 75015 Paris, France",5846,8.5,4,Very good,yes,yes,yes,yes,yes,yes,single bed,double bed,Classic King Room,17413,Continental, Full English/Irish, Vegetarian
4817,Paris,Hotel Ekta Champs Elysées,yes,"52 Rue Galilée, 8th arr., 75008 Paris, France",1312,8.8,3,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Double Room,22892,Continental, Full English/Irish, Halal
4818,Paris,Montparnasse Daguerre,yes,"94, Rue Daguerre, 14th arr., 75014 Paris, France",1674,8.0,3,Very good,no,yes,no,no,yes,yes,single bed,double bed,Double Room,14937,Continental,no,no
4819,Paris,Hotel Etoile Saint Ferdinand by Happyculture,yes,"36 rue Saint Ferdinand, 17th arr., 75017 Paris, France",1646,8.0,3,Very good,no,yes,no,no,yes,yes,single bed,double bed,Classic Double or Twin Room,19887,Continental,no,no
4820,Paris,Mercure Paris Centre Tour Eiffel,yes,"20 Rue Jean Rey, 15th arr., 75015 Paris, France",4007,7.4,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Twin Room,28293,American,no,no
4821,Paris,Timhotel Tour Eiffel,yes,"11 Rue Juge, 15th arr., 75015 Paris, France",1403,7.2,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Comfort Double Room,21036,Continental, Buffet,no
4822,Paris,Hotel Paradiso,yes,"135 Boulevard Diderot, 12th arr., 75012 Paris, France",498,8.7,4,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room Paradiso,16802,Continental,no,no
4823,Paris,Grand Hotel des Balcons,yes,"3 rue Casimir Delavigne, 6th arr., 75006 Paris, France",1722,8.2,4,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Classic Double Room,18754,Continental,no,no
4824,Paris,Hôtel Des Batignolles,yes,"26-28 Rue Des Batignolles, 17th arr., 75017 Paris, France",2609,8.3,1,Very good,yes,yes,no,no,yes,no,single bed,double bed,Classic Double or Twin Room,15468,Continental,no,no
4825,Paris,Résidence Voûte,yes,"22 Rue de la Voûte, 12th arr., 75012 Paris, France",947,7.5,2,Good,yes,yes,no,no,yes,no,,double bed,Studio 101,12639,no,no,no
4826,Paris,Les Plumes Hotel,yes,"10 rue Lamartine, 9th arr., 75009 Paris, France",421,8.4,1,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Double or Twin Room,22892,Continental,no,no
4827,Paris,Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,yes,"147, Rue Marcadet, 18th arr., 75018 Paris, France",1860,8.1,5,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Double Room,12163,no,no,no
4828,Paris,Hôtel Perreyve,yes,"63 Rue Madame, 6th arr., 75006 Paris, France",849,7.9,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Standard,21345,no,no,no
4829,Paris,Hotel de L'Esperance,yes,"15 RUE PASCAL, 5th arr., 75005 Paris, France",2555,8.5,4,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Triple Room,19357,Continental,no,no
4830,Paris,Hotel des Arts - Cite Bergere,yes,"7 Cité Bergère, 9th arr., 75009 Paris, France",2120,8.2,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,14937,Continental,no,no
4831,Paris,Hôtel des Beaux Arts,yes,"2 rue Toussaint Féron, 13th arr., 75013 Paris, France",71,7.6,4,Good,yes,yes,no,no,yes,no,single bed,double bed,Double Room (not renovated),10341,Continental,no,no
4832,Paris,Mercure Paris Gare de l'Est,yes,"1-3 Cour De La Ferme Saint Lazare, 10th arr., 75010 Paris, France",1088,7.9,4,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Â Double Room,19582,Continental, Vegetarian, Vegan
4833,Paris,Hotel Bridget,yes,"258 Rue des Pyrénées, 20th arr., 75020 Paris, France",1114,8.0,5,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,12816,Continental,no,no
4834,Paris,Grand Hôtel de Clermont,yes,"18 rue Veron, 18th arr., 75018 Paris, France",1175,7.2,3,Good,yes,yes,no,yes,yes,no,single bed,double bed,Twin Room,8916,no,no,no
4835,Paris,Hotel Paris Villette,yes,"56, Rue Curial, 19th arr., 75019 Paris, France",988,7.5,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Twin Room,11733,Continental,no,no
4836,Paris,Appia La Fayette,yes,"13 Rue des Deux Gares, 10th arr., 75010 Paris, France",83,7.7,3,Good,no,yes,no,yes,yes,yes,single bed,double bed,Comfort Double or Twin Room,19799,Continental,no,no
4837,Paris,Design Picasso workshop 1900,no,"49 Rue Gabrielle, 18th arr., 75018 Paris, France",0,0.0,4,,no,yes,no,no,yes,no,,double bed,Studio,20826,no,no,no
4838,Paris,ibis Paris Gare du Nord Château Landon 10ème,yes,"197-199, rue Lafayette, 10th arr., 75010 Paris, France",4439,7.4,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room,10394,Continental, Gluten-free,no
4839,Paris,Hôtel Madeleine Plaza,yes,"33 place de la Madeleine, 8th arr., 75008 Paris, France",842,8.1,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room,33410,Continental,no,no
4840,Paris,Best Western Plus Opéra Batignolles,yes,"165, rue de Rome, 17th arr., 75017 Paris, France",1166,8.0,3,Very good,no,yes,no,yes,yes,yes,single bed,double bed,Superior Queen Room with Queen Bed - Non-Smoking,15684,Continental,no,no
4841,Paris,Hotel Pacific,yes,"70 rue du Château d'Eau, 10th arr., 75010 Paris, France",454,4.2,4,Disappointing,yes,yes,no,no,yes,no,single bed,double bed,Large Double Room,8132,no,no,no
4842,Paris,Hotel De L'Horloge,yes,"25, Passage De Ménilmontant, 11th arr., 75011 Paris, France",1107,7.8,3,Good,yes,yes,no,no,yes,no,single bed,double bed,Standard Studio Double,11566,Continental,no,no
4843,Paris,Hotel Royal Phare,yes,"40, Avenue De La Motte-Picquet, 7th arr., 75007 Paris, France",1583,8.3,3,Very good,no,no,no,no,yes,yes,single bed,double bed,Classic Double Room,21124,no,no,no
4844,Paris,hotelF1 Paris Porte de Châtillon,yes,"21/23 Avenue de la Porte de Châtillon, 14th arr., 75014 Paris, France",12074,7.2,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Tandem Room,6709,Continental,no,no
4845,Paris,Manolita Paris,yes,"1 rue Lepic, 18th arr., 75018 Paris, France",190,9.4,3,Superb,yes,yes,no,yes,yes,yes,single bed,double bed,Premium Double or Twin Room,55595,Continental, American,no
4846,Paris,Grand Hôtel Amelot,yes,"54 rue Amelot, 11th arr., 75011 Paris, France",4055,8.1,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,25279,Continental,no,no
4847,Paris,Le Grey Hotel,yes,"12 rue de Parme, 9th arr., 75009 Paris, France",1811,8.7,3,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Superior Double or Twin Room,34471,Continental, Gluten-free,no
4848,Paris,Austin's Arts Et Metiers Hotel,yes,"6 Rue Montgolfier, 3rd arr., 75003 Paris, France",1794,8.2,4,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,24872,Continental, Gluten-free,no
4849,Paris,Esteem Tour Eiffel,yes,"9 Rue Ginoux, 15th arr., 75015 Paris, France",135,8.9,3,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,16705,Buffet,no,no
4850,Paris,HotelHome Paris 16,yes,"36, rue George Sand, 16th arr., 75016 Paris, France",383,8.4,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Apartment,35355,no,no,no
4851,Paris,Paris Marriott Champs Elysees Hotel,yes,"70 avenue des Champs-Elysees, 8th arr., 75008 Paris, France",382,7.3,3,Good,yes,yes,yes,yes,yes,yes,,double bed,Deluxe Queen Room,71328,Continental, American,no
4852,Paris,Hotel Terminus Lyon,yes,"19, Boulevard Diderot, 12th arr., 75012 Paris, France",4095,7.8,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Double Room,15291,Continental,no,no
4853,Paris,HOTEL DE PARIS MONTPARNASSE,yes,"51 Avenue du Maine, 14th arr., 75014 Paris, France",2922,7.9,4,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,16440,Continental, Gluten-free, American
4854,Paris,Courcelles Etoile,yes,"184 Rue De Courcelles, 17th arr., 75017 Paris, France",1276,8.2,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,13612,no,no,no
4855,Paris,1 bedroom apartment in Montmartre,yes,"21 Rue Damrémont, 18th arr., 75018 Paris, France",2,6.5,3,Pleasant,no,no,no,no,yes,no,,double bed,One-Bedroom Apartment,11932,no,no,no
4856,Paris,Le Pavillon des Lettres,yes,"12 rue des Saussaies, 8th arr., 75008 Paris, France",460,8.8,2,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Deluxe Double or Twin Room,46845,Continental, American, Buffet
4857,Paris,Hôtel De La Paix,yes,"43 Rue Duranton, 15th arr., 75015 Paris, France",1883,8.3,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Small Double Room,13170,Continental,no,no
4858,Paris,Hotel Abbatial Saint Germain,yes,"46 Bld St Germain, 5th arr., 75005 Paris, France",3331,8.5,3,Very good,no,yes,no,no,yes,yes,single bed,double bed,Superior Double Room with Balcony,24660,Continental, American,no
4859,Paris,Hôtel Londres Saint Honoré,yes,"13 rue Saint Roch, 1st arr., 75001 Paris, France",1889,8.1,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Double Room,21566,Continental,no,no
4860,Paris,Amiral Hôtel,yes,"98 Avenue d'Italie, 13th arr., 75013 Paris, France",2535,7.4,3,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,13236,Continental,no,no
4861,Paris,Hôtel Mistral,yes,"24, rue Cels, 14th arr., 75014 Paris, France",533,8.7,4,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Superior Double Room,15998,Continental, Gluten-free, American
4862,Paris,ibis Paris Porte de Montreuil,yes,"2, avenue du Professeur André Lemierre, 75020 Paris, France",3180,6.1,3,Pleasant,yes,yes,no,no,yes,yes,single bed,double bed,Standard Twin Room,8724,Continental, Gluten-free,no
4863,Paris,Golden Tulip Opera de Noailles,yes,"9, rue de la Michodière, 2nd arr., 75002 Paris, France",1776,8.4,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Superior Double or Twin Room,25809,Continental, Vegetarian, Gluten-free
4864,Paris,Sure Hotel by Best Western Paris Gare du Nord,yes,"224 Rue Du Faubourg Saint Denis, 10th arr., 75010 Paris, France",799,7.0,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Classic Double Room,9546,no,no,no
4865,Paris,Longchamp Elysées,yes,"68 Rue De Longchamp, 16th arr., 75016 Paris, France",1014,8.5,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Budget Double Room,23864,Continental, Italian, Vegetarian
4866,Paris,Convention Montparnasse,yes,"41 Rue Alain Chartier, 15th arr., 75015 Paris, France",1576,7.9,2,Good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Double Room,13346,Continental,no,no
4867,Paris,Avalon Cosy Hotel Paris,yes,"28 Rue de Dunkerque, 10th arr., 75010 Paris, France",999,8.3,4,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Business Double Room,21390,Continental, Vegetarian, Gluten-free
4868,Paris,Hotel Le Richemont,yes,"17 Rue Jean Colly, 13th arr., 75013 Paris, France",1785,7.9,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Superior Room,9192,Continental, Gluten-free,no
4869,Paris,ibis Paris Bastille Faubourg St Antoine,yes,"13 Rue Trousseau, 11th arr., 75011 Paris, France",1584,8.1,3,Very good,yes,yes,no,yes,yes,yes,,double bed,Standard Double Room,14515,Continental, Gluten-free, American
4870,Paris,ibis Styles Paris Buttes Chaumont,yes,"4, rue Petit, 19th arr., 75019 Paris, France",1175,7.9,3,Good,no,yes,no,no,yes,yes,single bed,double bed,Standard Double Room,13457,Continental,no,no
4871,Paris,Libertel Canal Saint Martin,yes,"5 Avenue Secretan, 19th arr., 75019 Paris, France",1232,7.8,4,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Comfort Double Room - Courtyard,11667,Continental, Gluten-free,no
4872,Paris,Best Western Allegro Nation,yes,"33, Avenue Du Docteur Arnold Netter, 12th arr., 75012 Paris, France",1661,7.8,4,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Double Room,14610,Continental, Full English/Irish, Gluten-free
4873,Paris,ibis Paris Gare de Lyon Diderot,yes,"31 bis boulevard Diderot, 12th arr., 75012 Paris, France",1996,8.0,2,Very good,yes,yes,no,yes,yes,yes,,double bed,Standard Double Room,14088,Continental, Gluten-free,no
4874,Paris,Hôtel Aurore Paris Gare de Lyon,yes,"13, Rue Traversière, 12th arr., 75012 Paris, France",1417,8.0,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Superior Double Room with Double Bed - Non-Smoking,14495,Continental,no,no
4875,Paris,Résidence Internationale De Paris,yes,"44 Rue Louis Lumière, 20th arr., 75020 Paris, France",2432,7.4,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Twin Room,11048,Continental,no,no
4876,Paris,Hôtel Sunny,yes,"48, Boulevard du Port Royal, 5th arr., 75005 Paris, France",2345,7.6,2,Good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Twin Room,15751,Continental,no,no
4877,Paris,Hôtel Gaston,yes,"51 boulevard Péreire, 17th arr., 75017 Paris, France",956,8.2,4,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,15910,Continental, Gluten-free,no
4878,Paris,Hôtel Le Compostelle,yes,"31, Rue du Roi de Sicile, 4th arr., 75004 Paris, France",1132,8.0,3,Very good,no,yes,no,no,yes,yes,single bed,double bed,Twin Room,21655,Continental,no,no
4879,Paris,Hotel Imperial Paris,yes,"45 rue de la Victoire, 9th arr., 75009 Paris, France",1185,8.1,2,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Triple Room,25632,no,no,no
4880,Paris,Hôtel Orchidée,yes,"65 rue de l'Ouest, 14th arr., 75014 Paris, France",3116,8.4,4,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room with Street View,14142,Continental, American,no
4881,Paris,New Hotel Le Voltaire,yes,"3 Rue Pétion, 11th arr., 75011 Paris, France",1000,8.0,2,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Twin Room,18119,American,no,no
4882,Paris,Hotel Auguste,yes,"25 Rue Alain Chartier, 15th arr., 75015 Paris, France",1390,7.0,4,Good,no,yes,no,no,yes,yes,single bed,double bed,Economy Double Room,11755,Continental,no,no
4883,Paris,Pavillon Opéra Grands Boulevards,yes,"15 Rue Geoffroy Marie, 9th arr., 75009 Paris, France",471,7.3,2,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard Double Room,17874,Continental,no,no
4884,Paris,Bellicilme,yes,"28 Rue de la Réunion, 20th arr., 75020 Paris, France",0,0.0,3,,no,yes,no,no,yes,no,,,One-Bedroom Apartment,8273,no,no,no
4885,Paris,Hôtel du Terrage,yes,"25 rue du terrage, 10th arr., 75010 Paris, France",1618,6.3,1,Pleasant,yes,no,no,no,yes,no,single bed,double bed,Double Room,6187,no,no,no
4886,Paris,ibis Maine Montparnasse,yes,"160 Rue du Chateau, 14th arr., 75014 Paris, France",1491,7.5,4,Good,no,yes,no,yes,yes,yes,single bed,double bed,Standard Twin Room,13891,Continental, Gluten-free,no
4887,Paris,New Hôtel Gare Du Nord,yes,"40 Rue De Saint Quentin, 10th arr., 75010 Paris, France",1373,6.9,3,Pleasant,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,17585,Continental,no,no
4888,Paris,citizenM Paris Gare de Lyon,yes,"8 Rue Van Gogh, 12th arr., 75012 Paris, France",9839,8.3,3,Very good,no,yes,no,yes,yes,yes,,double bed,King Room,19083,Vegetarian, Vegan,no
4889,Paris,Le Quartier Bercy-Square,yes,"33, Boulevard de Reuilly, 12th arr., 75012 Paris, France",3126,8.3,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Room,14319,no,no,no
4890,Paris,Apollinaire,yes,"39 rue Delambre, 14th arr., 75014 Paris, France",1779,8.2,3,Very good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,18915,Continental, Gluten-free,no
4891,Paris,Apollon Montparnasse,yes,"91 Rue de l'Ouest, 14th arr., 75014 Paris, France",1833,7.9,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Standard Double Room,11932,Continental,no,no
4892,Paris,Hôtel d'Orsay - Esprit de France,yes,"93 Rue de Lille, 7th arr., 75007 Paris, France",679,8.8,3,Fabulous,yes,yes,no,no,yes,yes,single bed,double bed,Classic Room,38607,Continental, Gluten-free, American
4893,Paris,Hôtel Le Relais Saint-Germain,yes,"9, Carrefour de l'Odéon, 6th arr., 75006 Paris, France",178,8.7,3,Fabulous,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,26516,Continental,no,no
4894,Paris,L'Oasis Montparnasse,yes,"81 Rue Raymond Losserand, 14th arr., 75014 Paris, France",1083,8.0,4,Very good,yes,yes,no,no,yes,no,single bed,double bed,Double Room,12295,Continental,no,no
4895,Paris,New Hotel Saint Lazare,yes,"53, rue d'Amsterdam, 8th arr., 75008 Paris, France",1220,6.2,5,Pleasant,no,yes,no,no,yes,yes,single bed,double bed,Double Room,11932,no,no,no
4896,Paris,Citadines Bastille Marais Paris,yes,"37 Boulevard Richard Lenoir, 11th arr., 75011 Paris, France",2788,7.9,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Studio,13965,Continental,no,no
4897,Paris,Altona,yes,"166 Rue Du Faubourg-Poissonnière, 10th arr., 75010 Paris, France",3571,7.4,2,Good,yes,yes,no,yes,yes,yes,single bed,double bed,Double Room,15026,Continental,no,no
4898,Paris,Chalgrin Boutique Hotel,yes,"1/3 Rue d'Argentine, 16th arr., 75116 Paris, France",1273,8.1,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Superior Double Room,28991,Continental, Buffet,no
4899,Paris,Nouvel Hôtel Eiffel,yes,"5 rue des Volontaires, 15th arr., 75015 Paris, France",1062,7.9,5,Good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,19357,Continental,no,no
4900,Paris,Hôtel du Quai de Seine,yes,"3 passage de Flandre, 19th arr., 75019 Paris, France",2179,7.6,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,9988,Continental,no,no
4901,Paris,Hôtel Duc De St-Simon,yes,"14 Rue St-Simon, 7th arr., 75007 Paris, France",788,8.9,3,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Double Room,26428,Continental,no,no
4902,Paris,Hôtel du Quai de Seine,yes,"3 passage de Flandre, 19th arr., 75019 Paris, France",2179,7.6,3,Good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room,9988,Continental,no,no
4903,Paris,Hôtel Duc De St-Simon,yes,"14 Rue St-Simon, 7th arr., 75007 Paris, France",788,8.9,2,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Classic Double Room,26428,Continental,no,no
4904,Paris,Lennon Hotel Paris Gare du Nord,yes,"129B Boulevard de Magenta, 10th arr., 75010 Paris, France",1689,7.4,2,Good,yes,yes,no,no,yes,yes,single bed,double bed,Double Room (Without Air-Conditioning),11402,Continental,no,no
4905,Paris,Le Petit Cosy Hôtel,yes,"62, Boulevard De Picpus, 12th arr., 75012 Paris, France",1087,8.4,2,Very good,no,yes,no,yes,yes,no,single bed,double bed,"Double with Queen bed or Twin Room, courtyard view",17766,Continental,no,no
4906,Paris,Hotel Paris Bercy,yes,"21 rue de Wattignies, 12th arr., 75012 Paris, France",1209,6.2,2,Pleasant,no,yes,no,no,no,no,single bed,double bed,Double Room,8662,Continental,no,no
4907,Paris,OKKO Hotels Paris Gare de l'Est,yes,"30A rue d'Alsace, 10th arr., 75010 Paris, France",2728,8.3,4,Very good,no,yes,no,yes,yes,yes,,double bed,Classic Room,20594,Continental, Gluten-free,no
4908,Paris,District Nation,yes,"12 Rue Guénot, 11th arr., 75011 Paris, France",65,8.9,3,Fabulous,no,yes,no,no,yes,yes,,double bed,Standard Double Room,13788,Continental, Buffet,no
