sno,Hotel_Name,wifi_box,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
292,ICI HOTEL Tokyo Hatchobori,yes,no,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
293,Belmont Hotel,no,yes,yes,yes,yes,yes,yes,Asian, American,no
294,Miyako City Tokyo Takanawa,yes,no,yes,no,no,yes,yes,Buffet,no,no
295,Pullman Tokyo Tamachi,yes,no,yes,no,yes,yes,yes,American,no,no
296,Amanecer Hotel,yes,no,yes,no,no,yes,no,no,no,no
297,Centurion Hotel Residential Akasaka Station,yes,yes,yes,no,no,yes,yes,no,no,no
298,APA Hotel Akihabara-Ekimae,no,no,yes,no,no,yes,yes,Continental,no,no
299,Super Hotel Lohas Ikebukuro-Eki Kitaguchi,yes,yes,yes,no,no,yes,yes,Vegetarian, Halal, Asian
300,APA Hotel Ochanomizu-Ekikita,yes,no,yes,no,yes,yes,yes,Italian, Asian,no
301,Hotel + Hostel TOKYO AKIHABARA,yes,yes,no,no,no,yes,yes,no,no,no
302,Mitsui Garden Hotel Jingugaien Tokyo Premier,yes,no,yes,no,no,yes,yes,Italian, Asian,no
303,Ueno Hotel,yes,no,yes,no,no,yes,yes,Continental,no,no
304,HOTEL SUI KANDA by ABEST,yes,no,yes,no,no,yes,yes,American,no,no
305,安心お宿 新橋駅前店-男性専用,yes,no,yes,no,no,no,yes,no,no,no
306,Enzo Tokyo,yes,no,no,no,no,yes,yes,no,no,no
307,Hotel Route-Inn Tokyo Asagaya,yes,no,yes,no,no,yes,yes,no,no,no
308,Super Hotel Tokyo Akabane Eki Minamiguchi,no,no,yes,no,no,yes,yes,no,no,no
309,HOTEL LiVEMAX Asakusabashi-Eki Kitaguchi,no,no,yes,no,no,yes,yes,no,no,no
310,Hotel Kazusaya,no,no,yes,no,no,yes,yes,no,no,no
311,Hotel Trusty Tokyo Bayside,yes,yes,yes,no,yes,yes,yes,no,no,no
312,APA Hotel Ayase Ekimae,yes,no,yes,no,no,yes,yes,no,no,no
313,APA Hotel Shimbashi Onarimon,yes,no,yes,no,no,yes,yes,Asian,no,no
314,Ai Hotel Keikyu Kamata-ekimae,yes,no,yes,no,no,yes,yes,no,no,no
315,Sakura Hotel Hatagaya,yes,yes,yes,no,no,yes,yes,American,no,no
316,Sotetsu Fresa Inn Tokyo Kanda,yes,no,yes,no,no,yes,yes,Asian,no,no
317,Sakura Sky Hotel,yes,no,yes,no,no,yes,yes,no,no,no
318,HOTEL MYSTAYS Gotanda,yes,no,yes,no,no,yes,yes,no,no,no
319,Villa Fontaine Premier Haneda Airport,yes,yes,yes,yes,yes,yes,yes,Vegetarian, Asian, American
320,Dormy Inn Premium Tokyo Kodenmacho,yes,no,yes,no,no,yes,yes,Continental, Asian,no
321,APA Hotel Akihabara Ekihigashi,yes,no,yes,no,no,yes,yes,no,no,no
322,APA Hotel Shinagawa Togoshi Ekimae,yes,no,yes,no,no,no,no,no,no,no
323,ID Ohmori20,yes,no,yes,no,no,yes,yes,no,no,no
324,Hotel Risveglio Akasaka,yes,yes,yes,no,no,yes,yes,Vegetarian, American,no
325,cotoha Hotel Okachimachi,yes,yes,yes,no,yes,yes,yes,Asian, American,no
326,Hotel Monterey Hanzomon,yes,no,yes,no,no,yes,yes,no,no,no
327,Ochanomizu Hotel Shoryukan,no,yes,yes,no,yes,yes,yes,no,no,no
328,La Vista Tokyo Bay,yes,no,yes,no,yes,yes,yes,Continental, Asian, American
329,HOTEL CEN,yes,no,yes,no,yes,yes,yes,Continental,no,no
330,Sakura Hotel Jimbocho,yes,yes,yes,no,yes,yes,yes,Continental,no,no
331,HOTEL CHECK INN BALI adult only,yes,no,no,no,no,yes,no,no,no,no
332,Shibuya Hotel En,yes,no,yes,no,no,yes,yes,no,no,no
333,Theatel Haneda Ⅱ,yes,no,yes,no,no,yes,yes,no,no,no
334,APA Hotel Shinjuku Kabukicho Chuo,yes,no,yes,no,no,yes,yes,Asian,no,no
335,Hotel Keihan Tokyo Yotsuya,yes,no,yes,yes,no,yes,yes,no,no,no
336,HOTEL LiVEMAX Tokyo-Otsuka Ekimae,yes,no,yes,no,no,yes,yes,no,no,no
337,APA Hotel Hatchobori-eki Minami,yes,no,yes,no,no,yes,yes,Asian,no,no
338,Hotel Grand City,yes,no,yes,no,no,yes,yes,no,no,no
339,Sakuramichi Terrace,yes,no,no,no,no,yes,yes,no,no,no
340,Sotetsu Fresa Inn Hamamatsucho-Daimon,yes,yes,yes,no,no,yes,yes,Buffet,no,no
341,Granado Roppongi,yes,no,yes,no,no,yes,no,no,no,no
342,Outlet Hotel UenoEkimae,yes,no,yes,no,no,yes,yes,no,no,no
343,Shizutetsu Hotel Prezio Tokyo Tamachi,yes,no,yes,no,no,yes,yes,no,no,no
344,Nishitetsu Inn Nihonbashi,no,no,yes,no,no,yes,yes,no,no,no
345,Super Hotel Premier Akasaka,yes,yes,yes,no,no,yes,yes,Continental, Asian, American
346,"&AND HOSTEL KURAMAE WEST ""Wellness Cafe & Bar""",yes,no,yes,no,yes,yes,yes,no,no,no
347,stayme THE HOTEL Ueno,yes,no,no,no,no,yes,yes,no,no,no
348,do-c Ebisu,yes,no,yes,no,no,yes,yes,Continental,no,no
349,Hotel The Celestine Tokyo Shiba,no,no,yes,yes,yes,yes,yes,no,no,no
350,Act Hotel Roppongi,yes,yes,yes,no,no,yes,yes,no,no,no
351,Myoujin-no-Yu Dormy Inn Premium Kanda,yes,no,yes,no,no,yes,yes,Continental, Asian, American
352,Hotel Gracery Tokyo Tamachi,yes,no,yes,no,no,yes,yes,Buffet,no,no
353,Nest Hotel Tokyo Hanzomon,yes,no,yes,no,no,yes,yes,no,no,no
354,Hotel Emit Ueno,yes,no,yes,no,yes,yes,yes,Continental,no,no
355,小春日和_沐夏館,yes,no,no,no,no,no,no,no,no,no
356,Hotel VARKIN,yes,no,yes,no,no,yes,yes,no,no,no
357,Tabist Hotel Mercury Asakusabashi,yes,no,yes,no,no,yes,yes,no,no,no
358,APA Hotel Roppongi Ekimae,yes,no,yes,no,no,yes,yes,Continental,no,no
359,Hotel Intergate Tokyo Kyobashi,yes,no,yes,no,no,yes,yes,no,no,no
360,Hotel Amanek Ginza East,yes,no,yes,no,no,yes,yes,no,no,no
361,the b asakusa,yes,no,yes,no,no,yes,yes,Buffet,no,no
362,HOTEL HILLARYS Akasaka,yes,no,yes,no,no,no,yes,no,no,no
363,Tabist Urban Stays Asakusa,yes,yes,yes,no,no,yes,yes,no,no,no
364,Hotel Listel Shinjuku,yes,no,no,no,no,yes,yes,American,no,no
365,Tabist Hotel Florida Ikebukuro,yes,no,yes,no,no,yes,yes,no,no,no
366,Chisun Hotel Kamata,yes,no,yes,no,no,yes,yes,no,no,no
367,Hotel Rose Garden Shinjuku,no,yes,yes,no,no,yes,yes,American,no,no
368,Hotel Crown Hills Ueno Premier,yes,no,yes,no,no,yes,yes,Asian, Buffet,no
369,Ours Inn Hankyu,yes,no,yes,yes,no,yes,yes,American,no,no
370,Richmond Hotel Asakusa,no,no,yes,no,no,yes,yes,Asian, American,no
371,ZAITO Kikukawa SRS Apartment 新築マンション,yes,no,yes,no,no,no,yes,no,no,no
372,The Share Hotels Lyuro Tokyo Kiyosumi,yes,yes,yes,no,no,yes,yes,Continental, Vegan, American
373,hotel MONday Premium TOYOSU,yes,no,yes,yes,no,yes,yes,Buffet,no,no
374,the b sangenjaya,yes,no,yes,no,no,yes,yes,Continental,no,no
375,Super Hotel Tokyo JR Kamata Nishiguchi,yes,no,yes,no,no,yes,yes,Continental, Asian, American
376,ZAITO Tokyo Kinshicho Economy Inn 宅东东京横川1民宿,yes,no,yes,no,no,yes,yes,no,no,no
377,the b akasaka,yes,no,yes,no,no,yes,yes,Buffet,no,no
378,Ano Hotel Asakusa,yes,yes,yes,no,no,yes,yes,Buffet,no,no
379,TOKYO EAST SIDE HOTEL KAIE,yes,yes,yes,yes,yes,yes,yes,no,no,no
380,APA Hotel Keisei Ueno Ekimae,yes,no,yes,no,no,yes,yes,no,no,no
381,Tokyo Sakura hotel,yes,no,yes,no,no,yes,no,no,no,no
382,APA Hotel Ningyocho-eki Higashi,yes,no,yes,no,no,yes,yes,no,no,no
383,Tokyo Central Youth Hostel,yes,yes,yes,no,no,yes,yes,no,no,no
384,Hotel P'sResort 大人専用,yes,no,yes,no,no,no,no,no,no,no
385,HOTEL TAVINOS ASAKUSA,yes,no,yes,no,no,yes,yes,no,no,no
386,Sunnymoe 1F,yes,no,yes,no,no,yes,no,no,no,no
387,J's Court Ochiai,yes,no,yes,no,no,yes,no,no,no,no
388,Mitsui Garden Hotel Ginza Premier,yes,no,yes,no,yes,yes,yes,no,no,no
389,Mitsui Garden Hotel Toyosu Premier - Tokyo,yes,no,yes,no,yes,yes,yes,no,no,no
390,Richmond Hotel Tokyo Shiba,yes,no,yes,no,no,yes,yes,no,no,no
391,#5 3stops to Shinjuku station stylish spacious studio apartment,yes,no,no,no,no,yes,no,no,no,no
392,Smile Hotel Tokyo Nishikasai,yes,no,yes,no,no,yes,yes,no,no,no
393,ibis Styles Tokyo Ginza East,yes,no,yes,no,no,yes,yes,Buffet,no,no
394,Hotel Indigo Tokyo Shibuya,yes,no,yes,no,yes,no,yes,no,no,no
395,Mitsui Garden Hotel Nihonbashi Premier,yes,no,yes,no,yes,yes,yes,Asian,no,no
396,Tabata Oji Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
397,Wise Owl Hostels Shibuya,yes,no,yes,no,no,yes,yes,no,no,no
398,ワイズパーク向島,yes,no,yes,no,no,yes,yes,no,no,no
399,HOTEL WAKO Tokyo Tree View,yes,no,yes,no,no,no,yes,no,no,no
400,Imperial Hotel Tokyo,yes,yes,yes,no,yes,yes,yes,Continental, Asian, American
401,Sotetsu Fresa Inn Shimbashi-Karasumoriguchi,yes,no,yes,no,no,yes,yes,Continental,no,no
402,APA Hotel Kamata-Ekimae,yes,no,yes,no,no,yes,yes,no,no,no
403,KEIKYU EX INN Tokyo Nihombashi,yes,no,yes,no,no,yes,yes,Continental, Asian,no
404,APA Hotel & Resort Roppongi-Eki-Higashi,yes,no,yes,no,no,yes,yes,Asian,no,no
405,Ikebukuro sugamo nini house2,yes,no,yes,no,no,yes,no,no,no,no
406,Hotel Route-Inn Tokyo Ikebukuro,yes,no,yes,no,no,yes,yes,no,no,no
407,Super Hotel Tokyo Akabane,yes,yes,no,no,no,yes,yes,Asian,no,no
408,remm plus Ginza,yes,no,yes,no,no,yes,yes,Asian,no,no
409,Smile Hotel Asakusa,yes,no,yes,no,no,yes,yes,Asian, American,no
410,Nagomi Hotel Nippori,yes,yes,yes,no,no,yes,yes,no,no,no
411,Super Hotel Tokyo Kinshicho Ekimae,yes,no,yes,no,no,yes,yes,Asian, Buffet,no
412,Day Nice Hotel Tokyo,yes,no,no,no,no,yes,yes,Asian,no,no
413,Wires Hotel Shinagawa Seaside,yes,no,yes,no,no,yes,yes,American, Buffet,no
414,Shinjuku luxury house/107㎡/16P,yes,no,no,no,no,yes,no,no,no,no
415,Hao Bros. Home,yes,no,yes,no,no,yes,no,no,no,no
416,nestay apartment tokyo nippori,yes,no,yes,no,no,yes,no,no,no,no
417,HOTEL LiVEMAX Kamata Ekimae,yes,no,yes,no,no,no,no,no,no,no
418,Wander Tokyo Shibuya,yes,no,yes,no,yes,yes,yes,no,no,no
419,MOXY Tokyo Kinshicho,yes,no,yes,no,yes,yes,yes,American,no,no
420,THE KNOT TOKYO Shinjuku,yes,no,yes,yes,yes,no,yes,Continental,no,no
421,Creazione Akasaka,yes,no,yes,no,no,yes,yes,no,no,no
422,APA Hotel Asakusa Shin Okachimachi Ekimae,no,no,yes,no,no,yes,yes,American,no,no
423,Sotetsu Fresa Inn Nihombashi Kayabacho,yes,no,yes,no,no,yes,yes,Continental,no,no
424,C＆Jホテル,yes,no,yes,no,yes,yes,yes,no,no,no
425,unito SHIODOME,yes,no,no,no,no,no,no,no,no,no
426,New Otani Inn Tokyo,yes,no,yes,yes,yes,yes,yes,American,no,no
427,Super Hotel Ueno-Okachimachi,yes,yes,yes,no,no,yes,yes,Continental,no,no
428,Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae,yes,no,yes,no,no,yes,no,no,no,no
429,Rembrandt Style Tokyo Nishikasai,yes,yes,yes,no,yes,yes,yes,Continental, Asian,no
430,Super Hotel Premier Akihabara,yes,no,yes,no,no,yes,yes,Continental, Vegetarian, American
431,Ueno Touganeya Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
432,Stay SAKURA Tokyo Shinjuku Hyakukura,yes,yes,yes,no,no,yes,yes,no,no,no
433,Shibuya Granbell Hotel,no,no,yes,yes,yes,yes,yes,no,no,no
434,HOTEL MYSTAYS Higashi Ikebukuro,yes,no,yes,no,no,yes,yes,no,no,no
435,Center Hotel Tokyo,yes,no,yes,no,no,yes,yes,Asian,no,no
436,Capsule Hotel Anshin Oyado Ogikubo-Male Only-,yes,no,yes,no,yes,no,no,no,no,no
437,Agora Tokyo Ginza,yes,no,yes,no,no,yes,yes,no,no,no
438,KEIKYU EX INN Akihabara,yes,no,yes,no,no,yes,yes,Continental,no,no
439,APA Hotel Ginza Shintomicho Ekimae - Former APA Hotel Shintomicho Ekimae,yes,no,yes,no,no,yes,yes,American,no,no
440,JR高田馬場駅早稲田大学口徒歩5分 Hostel 302,yes,no,yes,no,no,yes,no,no,no,no
441,和貴ビル,yes,no,yes,no,no,yes,no,no,no,no
442,Smile Hotel Tokyo Asagaya,yes,no,yes,no,no,yes,yes,Asian,no,no
443,蒲田1分、大変便利です,yes,yes,yes,no,no,yes,no,no,no,no
444,Hotel Trend Tobu Asakusa-Eki Kita,yes,no,yes,no,no,yes,yes,no,no,no
445,KEIKYU EX INN Haneda,yes,no,yes,no,no,yes,yes,no,no,no
446,Hotel Bianca Due (Adult Only),yes,no,no,no,no,no,no,no,no,no
447,Hotel Monterey Lasoeur Ginza,no,no,yes,no,no,yes,yes,American,no,no
448,HOTEL LiVEMAX Tokyo Shintomicho,no,no,no,no,no,yes,yes,no,no,no
449,HOTEL MYSTAYS Ueno Iriyaguchi,yes,no,yes,no,no,yes,yes,no,no,no
450,Hotel Trend Asakusa Tawaramachi,yes,no,no,no,no,yes,yes,no,no,no
451,APA Hotel Shimbashi Toranomon,yes,no,yes,no,no,no,yes,no,no,no
452,APA Villa Hotel Akasaka-Mitsuke,yes,no,yes,no,yes,yes,yes,Asian, American,no
453,Hotel Monterey Lasoeur Ginza,no,no,yes,no,no,yes,yes,American,no,no
454,HOTEL LiVEMAX Tokyo Shintomicho,no,no,no,no,no,yes,yes,no,no,no
455,HOTEL MYSTAYS Ueno Iriyaguchi,yes,no,yes,no,no,yes,yes,no,no,no
456,Hotel Trend Asakusa Tawaramachi,yes,no,no,no,no,yes,yes,no,no,no
457,APA Hotel Shimbashi Toranomon,yes,no,yes,no,no,no,yes,no,no,no
458,APA Villa Hotel Akasaka-Mitsuke,yes,no,yes,no,yes,yes,yes,Asian, American,no
459,APA Hotel Nihombashi Bakurocho Ekimae,yes,no,yes,no,no,no,yes,no,no,no
460,Le Tour Hotel Higashi-Kanda 楽途ホテル東神田,yes,yes,yes,no,no,yes,yes,no,no,no
461,TRYM Oshiage,yes,no,yes,no,no,yes,no,no,no,no
462,Smile Hotel Sugamo,yes,no,yes,no,no,yes,yes,no,no,no
463,Sakura Hostel Asakusa,yes,yes,yes,no,no,yes,yes,Continental,no,no
464,Centurion Hotel Ikebukuro Station,yes,yes,yes,no,no,yes,yes,Asian, American,no
465,悠悠之家 浅草橋民宿,yes,yes,yes,no,no,yes,yes,no,no,no
466,Super Hotel Shinagawa Shinbanba,yes,yes,yes,no,no,yes,yes,Continental,no,no
467,Residence Condominium KALAHAAI,yes,yes,yes,no,no,yes,yes,no,no,no
468,remm Roppongi,yes,no,yes,no,yes,yes,yes,Asian, American,no
469,Millennium Mitsui Garden Hotel Tokyo - Ginza,yes,no,yes,no,no,yes,yes,Buffet,no,no
470,Hotel Wing International Premium Shibuya,yes,no,yes,no,no,yes,yes,Asian, American,no
471,Centurion Hotel Ueno,yes,yes,yes,no,no,yes,yes,no,no,no
472,Brand New Shinjuku Station 5 Mins - Apartment A,yes,no,yes,no,no,yes,no,no,no,no
473,Asakusa View Hotel,yes,yes,yes,yes,yes,yes,yes,Continental,no,no
474,APA Hotel Asakusabashi-Ekikita,yes,no,yes,no,no,yes,yes,Continental,no,no
475,APA Hotel Higashi-Shinjuku-Ekimae,yes,no,yes,no,no,yes,yes,Asian, American,no
476,the square hotel GINZA,yes,no,yes,no,no,yes,yes,no,no,no
477,THE WARDROBE Hotel Shimokitazawa,yes,no,yes,no,no,yes,no,no,no,no
478,UNPLAN Shinjuku,yes,yes,yes,no,yes,yes,yes,Continental,no,no
479,Smile Hotel Nihombashi Mitsukoshimae,yes,no,yes,no,no,yes,yes,no,no,no
480,APA Hotel Tokyo Itabashi Ekimae,yes,no,yes,no,no,yes,yes,no,no,no
481,HOTEL MYSTAYS Ochanomizu Conference Center,yes,no,yes,no,no,yes,yes,no,no,no
482,stayme THE HOTEL Asakusa Riverside,yes,no,no,no,no,yes,yes,no,no,no
483,Dormy Inn Tokyo Hatchobori Hot Spring,no,no,yes,no,no,yes,yes,Asian,no,no
484,Hyatt Regency Tokyo,yes,no,yes,yes,yes,yes,yes,American, Buffet,no
485,TOKYO/3min walk near sta/UENO PARK/Wi-Fi#401,yes,no,no,no,no,yes,no,no,no,no
486,Beagle Tokyo Hostel＆Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
487,APA Hotel Hanzomon Hirakawacho,yes,no,yes,no,no,yes,yes,Asian, American, Buffet
488,Hotel New Ueno,yes,no,yes,no,no,yes,yes,no,no,no
489,KEIKYU EX INN Keikyu Kamata Station,no,no,yes,no,no,yes,yes,Asian,no,no
490,Ryokan Ichinao,yes,yes,yes,no,no,yes,no,no,no,no
491,サンモール第三マンション,yes,no,no,no,no,yes,no,no,no,no
492,Hotel Villa Fontaine Grand Tokyo-Tamachi,yes,no,yes,no,no,yes,yes,no,no,no
493,GreenHotel,yes,yes,yes,no,no,yes,no,no,no,no
494,Hotel Villa Fontaine Tokyo-Kudanshita,yes,no,yes,no,no,yes,yes,no,no,no
495,Hotel Villa Fontaine Tokyo-Ueno Okachimachi,yes,no,yes,no,no,yes,yes,Continental,no,no
496,Restay Frontier (Adult Only),yes,no,yes,no,no,yes,yes,no,no,no
497,Hotel Grand Arc Hanzomon,no,no,yes,no,yes,yes,yes,American,no,no
498,浅草吉居ASAKUSA YOSHII,yes,no,yes,no,no,no,no,no,no,no
499,Prince Smart Inn Ebisu,yes,no,yes,no,no,no,yes,Continental,no,no
500,Minn Kamata,yes,yes,yes,no,no,yes,yes,no,no,no
501,Hotel Monterey Ginza,no,no,yes,no,no,yes,yes,no,no,no
502,LEGALAND Gakushuin Shita,yes,no,yes,no,no,yes,no,no,no,no
503,Hotel Grand Arc Hanzomon,no,no,yes,no,yes,yes,yes,American,no,no
504,浅草吉居ASAKUSA YOSHII,yes,no,yes,no,no,no,no,no,no,no
505,Prince Smart Inn Ebisu,yes,no,yes,no,no,no,yes,Continental,no,no
506,Minn Kamata,yes,yes,yes,no,no,yes,yes,no,no,no
507,Hotel Monterey Ginza,no,no,yes,no,no,yes,yes,no,no,no
508,LEGALAND Gakushuin Shita,yes,no,yes,no,no,yes,no,no,no,no
509,Hills Hotel Gotanda,yes,no,yes,no,no,yes,yes,no,no,no
510,Artsy Inn東日本橋,yes,no,yes,no,no,yes,yes,no,no,no
511,HOTEL AN Shinjuku Kabukicho (Adult Only),yes,no,yes,no,no,yes,yes,no,no,no
512,Tokyo City View Hotel Tabata Station,yes,no,yes,no,no,yes,yes,Asian, American,no
513,Mitsui Garden Hotel Shiodome Italia-gai - Tokyo,yes,no,yes,no,no,yes,yes,Italian,no,no
514,Super Hotel Premier Ikebukuro Natural Hot Spring,yes,yes,yes,no,no,yes,yes,Continental, Asian, Buffet
515,Hotel Plaisir Akihabara,yes,no,yes,no,no,yes,no,no,no,no
516,Toshi Center Hotel,yes,yes,yes,yes,no,yes,yes,American, Buffet,no
517,Okubo Hotel Hawaii,yes,yes,yes,no,no,yes,no,no,no,no
518,HOTEL MYSTAYS Kamata,yes,no,yes,no,no,yes,yes,no,no,no
519,"NEW! Shibuya Square Prime Unit, Heart of Tokyo!",yes,no,yes,no,no,yes,no,no,no,no
520,aLATO Kinshicho,yes,no,no,no,no,yes,yes,no,no,no
521,KEIKYU EX INN Haneda Innovation City,yes,no,yes,no,no,yes,yes,no,no,no
522,Taito Ryokan,yes,yes,yes,no,no,yes,no,no,no,no
523,GINZA HOTEL by GRANBELL,yes,no,no,no,yes,yes,yes,Asian,no,no
524,JR-East Hotel Mets Gotanda,yes,no,yes,no,no,no,no,no,no,no
525,Sheraton Miyako Hotel Tokyo,yes,no,yes,yes,yes,yes,yes,Continental, American,no
526,Shinjuku East House 3mins to station,no,no,no,no,no,no,no,no,no,no
527,Richmond Hotel Tokyo Mejiro,yes,no,yes,no,no,yes,yes,Continental, Asian,no
528,Grand Central Hotel,yes,no,yes,no,no,yes,yes,Continental, Asian, American
529,Meguro Emperor (Adult Only),yes,no,yes,no,no,yes,yes,no,no,no
530,Daiwa Roynet Hotel Ginza PREMIER,yes,yes,yes,yes,no,yes,yes,Italian,no,no
531,HOTEL LiVEMAX Akasaka,no,no,yes,no,no,yes,yes,no,no,no
532,Tosei Hotel Cocone Kanda,yes,no,yes,no,no,yes,yes,no,no,no
533,Rhodes Otsuka Hotel,yes,yes,yes,no,no,yes,no,no,no,no
534,Sotetsu Grand Fresa Tokyo-Bay Ariake,yes,no,yes,no,no,yes,yes,Buffet,no,no
535,Ryokan Belle Via Tokyo,yes,yes,yes,no,no,no,no,no,no,no
536,HotelHarmony日暮里ホテルハーモニー,yes,no,no,no,no,yes,yes,no,no,no
537,ホテルレジデンス大橋会館 by Re-rent Residence,yes,no,yes,no,no,no,yes,no,no,no
538,Hotel Mystays Premier Hamamatsucho,yes,yes,yes,no,no,yes,yes,no,no,no
539,APA Hotel Shibuya Dogenzakaue,yes,no,yes,no,no,yes,yes,Continental,no,no
540,Smile Hotel Shinagawasengakujiekimae,yes,no,yes,no,no,yes,yes,Asian,no,no
541,Sakura Room 402,yes,no,no,no,no,yes,no,no,no,no
542,Tabist Ginza,yes,no,yes,no,no,no,yes,no,no,no
543,the b ginza,yes,no,yes,no,no,yes,yes,Buffet,no,no
544,Royal Hotel Shinokubo,yes,no,yes,no,no,no,yes,no,no,no
545,Rhodes Otsuka - Vacation STAY 33199v,yes,no,yes,no,no,no,no,no,no,no
546,Sukumo -蒅-,yes,no,no,no,no,yes,yes,no,no,no
547,The Light Inn Tokyo,yes,yes,yes,no,no,yes,yes,no,no,no
548,Ginza Creston,yes,yes,yes,yes,no,yes,yes,American,no,no
549,LOF HOTEL Shimbashi,yes,no,yes,no,no,yes,yes,no,no,no
550,ART HOTEL Nippori Lungwood,yes,yes,yes,yes,no,yes,yes,no,no,no
551,HOTEL REFRAIN,yes,no,yes,no,no,yes,yes,no,no,no
552,10min walk to Shinjuku EoY5,yes,no,no,no,no,yes,no,no,no,no
553,HOTEL LiVEMAX Akasaka GRANDE,yes,no,yes,no,no,yes,yes,no,no,no
554,karaksa hotel TOKYO STATION,yes,yes,yes,no,yes,yes,yes,Continental,no,no
555,Sotetsu Fresa Inn Daimon,yes,no,yes,no,no,yes,yes,American,no,no
556,Henn na Hotel Tokyo Akasaka,yes,no,yes,no,yes,yes,yes,Continental, Full English/Irish,no
557,Hotel Lumiere Kasai,yes,no,yes,no,no,yes,yes,American,no,no
558,Ikebukuro nini house 2 rooms,yes,no,yes,no,no,yes,no,no,no,no
559,RS HOUSE Downtown Shinjuku / Free Portable Wifi!,yes,no,no,no,no,yes,no,no,no,no
560,almond hostel & cafe Shibuya,yes,no,yes,no,yes,yes,no,no,no,no
561,Hotel Villa Fontaine Tokyo-Otemachi,yes,no,yes,no,no,yes,yes,no,no,no
562,Forest Hongo by unito,no,no,yes,no,no,no,no,no,no,no
563,HOTEL LiVEMAX Tokyo Ayase-Ekimae,no,no,no,no,no,yes,yes,no,no,no
564,Hotel Sardonyx Tokyo,yes,no,yes,no,no,yes,yes,no,no,no
565,10min walk to Shinjuku YoS3,yes,no,no,no,no,yes,no,no,no,no
566,上野Bellaホテル,yes,no,no,no,no,no,no,no,no,no
567,安心お宿 新宿駅前店-男性専用,yes,no,yes,no,no,yes,yes,no,no,no
568,Dormy Inn Express Meguro Aobadai Hot Spring,yes,no,yes,no,no,yes,yes,no,no,no
569,CITAN Hostel,yes,no,yes,no,yes,yes,yes,American,no,no
570,東駒形401,yes,no,no,no,no,yes,no,no,no,no
571,Daiichi Inn Ikebukuro,no,no,yes,no,no,yes,yes,no,no,no
572,Hotel Opera,yes,no,no,no,no,yes,yes,no,no,no
573,Ikebukuro sugamo nini 1 room,yes,no,yes,no,no,yes,no,no,no,no
574,"COB HOTEL ASAKUSA Theater rooms ,ex Hotel KOH Asakusa",yes,yes,yes,no,no,yes,yes,no,no,no
575,THE AOYAMA GRAND HOTEL,no,no,yes,yes,yes,yes,yes,Continental, Vegetarian, Vegan
576,Tokyo Marriott Hotel,yes,no,yes,no,no,yes,yes,Continental, American,no
577,Hotel Villa Fontaine Tokyo-Jimbocho,yes,no,yes,no,no,yes,yes,no,no,no
578,Hotel Opera,yes,no,no,no,no,yes,yes,no,no,no
579,Ikebukuro sugamo nini 1 room,yes,no,yes,no,no,yes,no,no,no,no
580,"COB HOTEL ASAKUSA Theater rooms ,ex Hotel KOH Asakusa",yes,yes,yes,no,no,yes,yes,no,no,no
581,THE AOYAMA GRAND HOTEL,no,no,yes,yes,yes,yes,yes,Continental, Vegetarian, Vegan
582,Tokyo Marriott Hotel,yes,no,yes,no,no,yes,yes,Continental, American,no
583,Hotel Villa Fontaine Tokyo-Jimbocho,yes,no,yes,no,no,yes,yes,no,no,no
584,Hotel Emir,yes,yes,yes,no,no,yes,yes,no,no,no
585,TSUKI Tokyo,yes,no,yes,no,yes,yes,yes,no,no,no
586,Hotel Villa Fontaine Tokyo-Kayabacho,no,no,yes,no,no,yes,yes,no,no,no
587,HOTEL LiVEMAX Asakusa Sky Front,yes,no,yes,no,no,yes,yes,no,no,no
588,Lion House,yes,yes,no,no,no,yes,no,no,no,no
589,2269AZAVU,yes,no,yes,no,no,no,yes,American,no,no
590,スポルト東京,yes,no,yes,no,no,yes,no,no,no,no
591,Almont Inn Tokyo Nihonbashi,yes,no,yes,no,no,yes,yes,no,no,no
592,N Plus Hotel Akihabara,yes,no,yes,no,no,yes,yes,American,no,no
593,Shikinosai Akihabara Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
594,ZAITO Tokyo Mukojima Hotel 押上駅徒歩七分ホテル,yes,no,yes,no,no,no,yes,no,no,no
595,Hotel New Takada,yes,no,no,no,no,yes,yes,no,no,no
596,Hotel Sunroute Plaza Shinjuku,yes,no,yes,no,yes,yes,yes,no,no,no
597,HOTEL 1899 TOKYO,yes,no,yes,no,no,yes,yes,Full English/Irish, Asian, American
598,Tosei Hotel Cocone Ueno,yes,yes,yes,no,no,yes,yes,Continental,no,no
599,APA Hotel Tokyo Kudanshita,no,no,yes,no,no,yes,yes,no,no,no
600,Ryokan Katsutaro,yes,yes,yes,no,no,yes,no,no,no,no
601,Ebisuholic Hotel,yes,no,yes,no,no,yes,yes,Continental, Asian, American
602,HOTEL LiVEMAX Nihonbashi Koamicho,yes,no,yes,no,no,yes,yes,no,no,no
603,APA Hotel Komagome Ekimae,yes,no,yes,no,no,yes,yes,no,no,no
