sno,Hotel_Name,city,location,number_of_reviews,user_ratings,Star_Rating,review_score
177,Sakura Hotel Nippori,Tokyo,"113-0022 Tokyo-to, Bunkyo-ku Sendagi 3-43-15, Japan",496,7.6,3,Good
178,Palo Nagasaki,Tokyo,"171-0051 Tokyo-to, 豊島区長崎6-27-11, Japan",0,0.0,3,Exceptional
179,ホテルロイヤルオーク五反田,Tokyo,"141-0031 Tokyo-to, 東京都品川区西五反田1－9－3 リバーライトビル３階, Japan",3,5.7,3,Passable
180,APA Hotel Kanda-Eki Higashi,Tokyo,"101-0032  Tokyo-to, Chiyoda-ku Iwamoto-cho 2-1-1, Japan",1128,7.4,4,Good
181,Villa Fontaine Grand Tokyo Ariake,Tokyo,"135-0063 Tokyo-to, Koto-ku Ariake 2-1-5, Japan",2670,8.3,2,Very good
182,Imano Tokyo Ginza Hostel,Tokyo,"104-0041 Tokyo-to, Chuo-ku Shintomi 1-5-10, Japan",991,8.2,3,Very good
183,HOTEL KABUKI,Tokyo,"160-0021 Tokyo-to, 新宿区歌舞伎町1-16-9, Japan",149,8.8,2,Fabulous
184,nine hours Ningyocho,Tokyo,"103-0013 Tokyo-to, Chuo-ku Nihonbashi Ningyocho 3-6-1, Japan",902,8.2,1,Very good
185,Anshin Oyado Shinbashi Shiodome-Male only,Tokyo,"105-0021 Tokyo-to, Higashi Shimbashi 2-7-8, Japan",344,8.4,3,Very good
186,Tokyo Bay Ariake Washington Hotel,Tokyo,"135-0063 Tokyo-to, Koto-ku Ariake 3-7-11, Japan",3421,7.3,3,Good
187,Hotel Villa Fontaine Tokyo-Hamamatsucho,Tokyo,"105-0014 Tokyo-to, Minato-ku Shiba 1-6-5, Japan",263,7.4,3,Good
188,Dormy Inn Akihabara,Tokyo,"101-0021 Tokyo-to, Chiyoda-ku Sotokanda  4-12-5 , Japan",1381,8.5,3,Very good
189,APA Hotel Asakusa Tawaramachi Ekimae,Tokyo,"111-0035 Tokyo-to, Taito-ku, Nishiasakusa 1-2-3, Japan",3239,8.2,4,Very good
190,The Royal Park Hotel Tokyo Haneda Airport Terminal 3,Tokyo,"144-0041 Tokyo-to, Ota-ku Haneda Airport 2-6-5, Japan",9278,8.4,3,Very good
191,Hotel Famy Inn Kinshicho,Tokyo,"130-0022 Tokyo-to, Koutou-bashi 2-17-4, Japan",289,7.2,3,Good
192,APA Hotel Asakusa Ekimae,Tokyo,"111-0043 Tokyo-to, Taitoku Komagata 1-12-16, Japan",2686,8.0,3,Very good
193,Toyoko Inn Tokyo Shinagawa Konan-guchi Tennozu Isle,Tokyo,"140-0002 Tokyo-to, Shinagawa-ku Higashishinagawa 2-2-35, Japan",6414,7.7,3,Good
194,レジデンシャルステージ東新宿,Tokyo,"160-0021 Tokyo-to, 歌舞伎町２丁目１９−12, Japan",0,0.0,3,
195,Toyoko Inn Tokyo Keihin Tohoku sen Oji eki Kita guchi,Tokyo,"114-0002 Tokyo-to, Kita-ku Oji 2-1-1, Japan",743,7.8,3,Good
196,APA Hotel - Higashishinjuku Kabukicho Higashi,Tokyo,"160-0021 Tokyo-to, Shinjuku-ku Kabukicho 2-17-7, Japan",1204,7.7,3,Good
197,Sotetsu Fresa Inn Ochanomizu Jimbocho,Tokyo,"101-0051 Tokyo-to, Chiyoda-ku Kanda Jinbo-cho 1-19-7, Japan",1712,8.1,3,Very good
198,Candeo Hotels Ueno Park,Tokyo,"110-0003 Tokyo-to, Taito-ku Negishi 1-2-13, Japan",419,7.3,3,Good
199,Sotetsu Fresa Inn Tokyo Kinshicho,Tokyo,"130-0022 Tokyo-to, Sumida-ku, Kotobashi 2-18-7, Japan",1248,8.1,3,Very good
200,the b suidobashi,Tokyo,"113-0033 Tokyo-to, Bunkyo-ku Hongo 1-25-27 , Japan",1099,7.6,3,Good
201,JR-East Hotel Mets Koenji,Tokyo,"166-0002 Tokyo-to, 2-5-1 Koenji-kita Suginami-ku, Japan",127,8.6,2,Fabulous
202,GLOU Higashi Shinjuku,Tokyo,"169-0072 Tokyo-to, Shinjuku-ku, Okubo 1-1-38, Japan",1153,8.2,4,Very good
203,Hotel Monte Hermana Tokyo,Tokyo,"103-0027 Tokyo-to, 3-3-15, Nihombashi, Chuo-ku, Japan",1033,8.4,3,Very good
204,Hotel Wing International Tokyo Akabane,Tokyo,"115-0055 Tokyo-to, Kita-ku Akabane Nishi 1-39-17, Japan",932,8.3,3,Very good
205,Hotel Amanek Asakusa Ekimae,Tokyo,"111-0043 Tokyo-to, Taito-ku Komagata 2-7-2, Japan",1895,8.1,2,Very good
206,Domo Hotel,Tokyo,"160-0022 Tokyo-to, 新宿区新宿七丁目27-15, Japan",136,8.3,3,Very good
207,Dormy Inn Korakuen,Tokyo,"113-0033 Tokyo-to, Bunkyo-ku, Hongo 4-23-14, Japan",875,8.7,4,Fabulous
208,Rihga Royal Hotel Tokyo,Tokyo,"169-8613 Tokyo-to, Shinjuku-ku Totsuka-machi 1-104-19, Japan",564,8.6,3,Fabulous
209,APA Hotel Kanda Ekimae,Tokyo,"101-0044 Tokyo-to, Chiyoda ku, Kajicho 2-10-3 , Japan",994,8.0,3,Very good
210,APA Hotel Asakusa Kaminarimon,Tokyo,"111-0034 Tokyo-to, Taito-ku Kaminarimon 2-14-1, Japan",2321,8.2,3,Very good
211,COGO Ryogoku,Tokyo,"130-0026 Tokyo-to, Ryogoku 4-30-5, Japan",422,8.0,3,Very good
212,APA Hotel Ginza Kyobashi Tokyo-Eki Yaesu Minami-guchi,Tokyo,"104-0031 Tokyo-to, Chuo-ku Kyobashi 3-6-7, Japan",2131,7.3,4,Good
213,Sotetsu Fresa Inn Kanda-Otemachi,Tokyo,"101-0047 Tokyo-to, 2-8-4 Uchikanda, Chiyoda-ku, Japan",2188,8.5,1,Very good
214,Onyado Nono Asakusa Natural Hot Spring,Tokyo,"111-0032 Tokyo-to, Taito-ku Asakusa 2-7-20, Japan",2079,8.9,4,Fabulous
215,Oak Hotel Edo,Tokyo,"135-0044 Tokyo-to, Koto-ku Morishita 2-17-7 , Japan",576,8.2,3,Very good
216,Shinagawa Prince Hotel,Tokyo,"108-8611 Tokyo-to, Minato-ku, Takanawa 4-10-30, Japan",9171,7.9,2,Good
217,Miyako Shinjuku Hotel 都-新宿-,Tokyo,"169-0073 Tokyo-to, 百人町１−１７−１５, Japan",191,7.3,3,Good
218,&AND HOSTEL MINAMISENJU,Tokyo,"116-0003 Tokyo-to, Arakawa-ku Minamisenju 3-2-9, Japan",1175,7.7,3,Good
219,Fujiterrace Yoga,Tokyo,"158-0094 Tokyo-to, 玉川台2-12-11, Japan",0,0.0,3,Superb
220,Asakusa Hotel Hatago,Tokyo,"111-0043 Tokyo-to, Taito-ku Komagata 2-6-8, Japan",1354,8.0,2,Very good
221,APA Hotel Asakusa Kaminarimon Minami,Tokyo,"111-0034 Tokyo-to, Taito-ku Kaminarimon 2-9-1, Japan",893,8.3,3,Very good
222,Lucky Hostel,Tokyo,"169-0074 Tokyo-to, Shinjuku-ku Kitashinjuku 3-1-14 Akase Bld 3F, Japan",508,7.6,3,Good
223,the b shimbashi toranomon,Tokyo,"105-0003 Tokyo-to, Minato-ku Nishi Shimbashi 1-17-13, Japan",1004,8.1,3,Very good
224,Premier Hotel Cabin Shinjuku,Tokyo,"160-0021 Tokyo-to, Shinjuku-ku, Kabuki-cho 2-40-3, Japan",880,7.7,2,Good
225,Ginza Capital Hotel Moegi,Tokyo,"104-0045 Tokyo-to, Chuo-ku Tsukiji 3-3-1, Japan",292,8.5,3,Very good
226,Andon Ryokan,Tokyo,"111-0021 Tokyo-to, Taito-ku Nihonzutsumi  2-34-10 , Japan",299,8.6,2,Fabulous
227,JR-East Hotel Mets Koenji,Tokyo,"166-0002 Tokyo-to, 2-5-1 Koenji-kita Suginami-ku, Japan",127,8.6,4,Fabulous
228,GLOU Higashi Shinjuku,Tokyo,"169-0072 Tokyo-to, Shinjuku-ku, Okubo 1-1-38, Japan",1153,8.2,3,Very good
229,Hotel Monte Hermana Tokyo,Tokyo,"103-0027 Tokyo-to, 3-3-15, Nihombashi, Chuo-ku, Japan",1033,8.4,3,Very good
230,Hotel Wing International Tokyo Akabane,Tokyo,"115-0055 Tokyo-to, Kita-ku Akabane Nishi 1-39-17, Japan",932,8.3,2,Very good
231,Hotel Amanek Asakusa Ekimae,Tokyo,"111-0043 Tokyo-to, Taito-ku Komagata 2-7-2, Japan",1895,8.1,3,Very good
232,Domo Hotel,Tokyo,"160-0022 Tokyo-to, 新宿区新宿七丁目27-15, Japan",136,8.3,4,Very good
233,Dormy Inn Korakuen,Tokyo,"113-0033 Tokyo-to, Bunkyo-ku, Hongo 4-23-14, Japan",875,8.7,3,Fabulous
234,Rihga Royal Hotel Tokyo,Tokyo,"169-8613 Tokyo-to, Shinjuku-ku Totsuka-machi 1-104-19, Japan",564,8.6,3,Fabulous
235,APA Hotel Kanda Ekimae,Tokyo,"101-0044 Tokyo-to, Chiyoda ku, Kajicho 2-10-3 , Japan",994,8.0,3,Very good
236,APA Hotel Asakusa Kaminarimon,Tokyo,"111-0034 Tokyo-to, Taito-ku Kaminarimon 2-14-1, Japan",2321,8.2,3,Very good
237,COGO Ryogoku,Tokyo,"130-0026 Tokyo-to, Ryogoku 4-30-5, Japan",422,8.0,4,Very good
238,APA Hotel Ginza Kyobashi Tokyo-Eki Yaesu Minami-guchi,Tokyo,"104-0031 Tokyo-to, Chuo-ku Kyobashi 3-6-7, Japan",2131,7.3,1,Good
239,Sotetsu Fresa Inn Kanda-Otemachi,Tokyo,"101-0047 Tokyo-to, 2-8-4 Uchikanda, Chiyoda-ku, Japan",2188,8.5,4,Very good
240,Onyado Nono Asakusa Natural Hot Spring,Tokyo,"111-0032 Tokyo-to, Taito-ku Asakusa 2-7-20, Japan",2079,8.9,3,Fabulous
241,Oak Hotel Edo,Tokyo,"135-0044 Tokyo-to, Koto-ku Morishita 2-17-7 , Japan",576,8.2,2,Very good
242,Shinagawa Prince Hotel,Tokyo,"108-8611 Tokyo-to, Minato-ku, Takanawa 4-10-30, Japan",9171,7.9,3,Good
243,Miyako Shinjuku Hotel 都-新宿-,Tokyo,"169-0073 Tokyo-to, 百人町１−１７−１５, Japan",191,7.3,3,Good
244,&AND HOSTEL MINAMISENJU,Tokyo,"116-0003 Tokyo-to, Arakawa-ku Minamisenju 3-2-9, Japan",1175,7.7,3,Good
245,Fujiterrace Yoga,Tokyo,"158-0094 Tokyo-to, 玉川台2-12-11, Japan",0,0.0,2,Superb
246,Asakusa Hotel Hatago,Tokyo,"111-0043 Tokyo-to, Taito-ku Komagata 2-6-8, Japan",1354,8.0,3,Very good
247,APA Hotel Asakusa Kaminarimon Minami,Tokyo,"111-0034 Tokyo-to, Taito-ku Kaminarimon 2-9-1, Japan",893,8.3,3,Very good
248,Lucky Hostel,Tokyo,"169-0074 Tokyo-to, Shinjuku-ku Kitashinjuku 3-1-14 Akase Bld 3F, Japan",508,7.6,3,Good
249,the b shimbashi toranomon,Tokyo,"105-0003 Tokyo-to, Minato-ku Nishi Shimbashi 1-17-13, Japan",1004,8.1,2,Very good
250,Premier Hotel Cabin Shinjuku,Tokyo,"160-0021 Tokyo-to, Shinjuku-ku, Kabuki-cho 2-40-3, Japan",880,7.7,3,Good
251,Ginza Capital Hotel Moegi,Tokyo,"104-0045 Tokyo-to, Chuo-ku Tsukiji 3-3-1, Japan",292,8.5,3,Very good
252,Andon Ryokan,Tokyo,"111-0021 Tokyo-to, Taito-ku Nihonzutsumi  2-34-10 , Japan",299,8.6,3,Fabulous
253,APA Hotel & Resort Tokyo Bay Shiomi,Tokyo,"135-0052 Tokyo-to, Koto-ku Shiomi  2-8-6 , Japan",738,7.8,3,Good
254,HOTEL MYSTAYS Ueno East,Tokyo,"110-0015 Tokyo-to, Taito-ku, Higashi-Ueno 5-5-6, Japan",1215,7.5,3,Good
255,Ueno正和ビル,Tokyo,"110-0003 Tokyo-to, Taito-ku Negishi 2-2-8, Japan",49,7.8,3,Good
256,Sotetsu Fresa Inn Tokyo-Toyocho,Tokyo,"135-0016 Tokyo-to, Koto-ku, Toyo 4-4-3, Japan",745,8.1,3,Very good
257,APA Hotel Ningyocho-eki Kita,Tokyo,"103-0012 Tokyo-to, Chuo-ku Nihonbashi Horidomecho 2-9-4, Japan",1036,7.6,3,Good
258,JR-East Hotel Mets Komagome,Tokyo,"170-0003 Tokyo-to, 2-1-39 Komagome Toshima-ku, Japan",180,8.5,3,Very good
259,Hotel Route-Inn Grand Tokyo Asakusabashi,Tokyo,"111-0053 Tokyo-to, Taito-ku Asakusabashi 2-29-14, Japan",540,8.4,1,Very good
260,Toyoko Inn Tokyo Ikebukuro Kita guchi No 2,Tokyo,"171-0014 Tokyo-to, Toshima-ku Ikebukuro 2-51-2, Japan",407,7.6,3,Good
261,Toyoko Inn Tokyo Uguisudani Ekimae,Tokyo,"110-0003 Tokyo-to, Taito-ku Negishi 1-2-17 , Japan",357,7.6,4,Good
262,nestay inn tokyo senju,Tokyo,"120-0034 Tokyo-to, Adachi-ku Senju 4-23-12 Kabocha no Basha, Japan",286,7.5,4,Good
263,APA Hotel Ginza-Takaracho Tokyo Yaesu Minami-guchi,Tokyo,"104-0031 Tokyo-to, Chuo-ku Kyobashi 3-11-2, Japan",1469,7.4,3,Good
264,Citadines Central Shinjuku Tokyo,Tokyo,"160-0021 Tokyo-to, Shinjuku-ku, Kabuki-Cho 1-2-9, Japan",1445,8.0,3,Very good
265,Hotel Metropolitan Edmont Tokyo,Tokyo,"102-8130 Tokyo-to, Chiyoda-ku Iidabashi 3-10-8 , Japan",1794,8.6,3,Fabulous
266,Daiwa Roynet Hotel Tokyo Osaki,Tokyo,"141-0032 Tokyo-to, Shinagawa-ku, Osaki 2-1-3 , Japan",565,8.0,3,Very good
267,Ginza Grand Hotel,Tokyo,"104-0061 Tokyo-to, Chuo-ku, Ginza 8-6-15, Japan",2090,7.4,3,Good
268,Laluna Higashiikebukuro,Tokyo,"170-0013 Tokyo-to, 豊島区東池袋５−３１−１０, Japan",0,0.0,1,Superb
269,Ryokan Kamogawa Asakusa,Tokyo,"111-0032 Tokyo-to, Taito-ku, Asakusa 1-30-10, Japan",216,9.2,3,Superb
270,the b akasaka-mitsuke,Tokyo,"107-0052 Tokyo-to, Minato-ku, Akasaka 3-21-7 , Japan",1407,7.9,1,Good
271,Apartment Hotel Shinjuku,Tokyo,"160-0022 Tokyo-to, Shinjuku-ku, Shinjuku 4-4-10, Japan",1197,7.4,2,Good
272,APA Hotel Kodemmacho-ekimae,Tokyo,"103-0011 Tokyo-to, Chuo-ku Nihonbashi Odenmacho 14-20, Japan",795,7.5,3,Good
273,Hotel New Tohoku,Tokyo,"110-0015 Tokyo-to, Taito-ku, Higashiueno 3-14-2, Japan",572,7.0,1,Good
274,Sakura Ryokan Asakusa Iriya,Tokyo,"110-0013 Tokyo-to, Taito-ku, Iriya 2-6-2, Japan",406,8.6,4,Fabulous
275,Super Hotel Asakusa,Tokyo,"111-0032 Tokyo-to, Taito-ku Asakusa 2-33-1, Japan",1498,8.4,3,Very good
276,安心お宿 秋葉原電気街店-男性専用,Tokyo,"101-0021 Tokyo-to, Chiyoda-ku Sotokanda 1-2-12, Japan",665,8.5,1,Very good
277,HOTEL MYSTAYS PREMIER Omori,Tokyo,"140-0013 Tokyo-to, Shinagawa-ku Minami-Oi 6-19-3, Japan",2481,8.1,3,Very good
278,the b akasaka-mitsuke,Tokyo,"107-0052 Tokyo-to, Minato-ku, Akasaka 3-21-7 , Japan",1407,7.9,1,Good
279,Apartment Hotel Shinjuku,Tokyo,"160-0022 Tokyo-to, Shinjuku-ku, Shinjuku 4-4-10, Japan",1197,7.4,2,Good
280,APA Hotel Kodemmacho-ekimae,Tokyo,"103-0011 Tokyo-to, Chuo-ku Nihonbashi Odenmacho 14-20, Japan",795,7.5,3,Good
281,Hotel New Tohoku,Tokyo,"110-0015 Tokyo-to, Taito-ku, Higashiueno 3-14-2, Japan",572,7.0,1,Good
282,Sakura Ryokan Asakusa Iriya,Tokyo,"110-0013 Tokyo-to, Taito-ku, Iriya 2-6-2, Japan",406,8.6,4,Fabulous
283,Super Hotel Asakusa,Tokyo,"111-0032 Tokyo-to, Taito-ku Asakusa 2-33-1, Japan",1498,8.4,3,Very good
284,安心お宿 秋葉原電気街店-男性専用,Tokyo,"101-0021 Tokyo-to, Chiyoda-ku Sotokanda 1-2-12, Japan",665,8.5,2,Very good
285,HOTEL MYSTAYS PREMIER Omori,Tokyo,"140-0013 Tokyo-to, Shinagawa-ku Minami-Oi 6-19-3, Japan",2481,8.1,3,Very good
286,Hotel Wing International Shimbashi Onarimon,Tokyo,"105-0004 Tokyo-to, 6-20-8 Shimbashi, Minato-ku, Japan",1241,8.3,3,Very good
287,plat hostel keikyu asakusa karin,Tokyo,"130-0005 Tokyo-to, Sumida-ku Higashikomagata 2-11-2, Japan",287,8.6,3,Fabulous
288,APA Hotel Higashi Shinjuku Kabukicho Tower,Tokyo,"160-0021 Tokyo-to, Shinjuku-ku Kabukicho 2-31-12, Japan",5485,8.1,3,Very good
289,Super Hotel Tokyo Kameido,Tokyo,"136-0071 Tokyo-to, Koto-ku Kameido 2-13-6, Japan",176,8.0,3,Very good
290,Hotel Amanek Kamata-Eki Mae,Tokyo,"144-0051 Tokyo-to, Ota-ku Nishikamata 7-4-11, Japan",1643,8.1,3,Very good
291,Bay Hotel Tokyo Hamamatsucho,Tokyo,"105-0013 Tokyo-to, Minato-ku Hamamatsucho 1-16-9, Japan",1837,8.1,4,Very good
292,ICI HOTEL Tokyo Hatchobori,Tokyo,"104-0032 Tokyo-to, Chuo-ku Hatchobori 3-26, Japan",507,7.9,5,Good
293,Belmont Hotel,Tokyo,"111-0052 Tokyo-to, Taito-ku Yanagibashi 1-2-8 , Japan",285,7.6,3,Good
294,Miyako City Tokyo Takanawa,Tokyo,"108-0074 Tokyo-to, Minato-ku Takanawa 3-19-17, Japan",2329,8.7,3,Fabulous
295,Pullman Tokyo Tamachi,Tokyo,"108-8566 Tokyo-to, Minato-ku Shibaura 3-1-21, Japan",301,8.8,3,Fabulous
296,Amanecer Hotel,Tokyo,"103-0004 Tokyo-to, 中央区東日本橋2－26－2, Japan",55,8.6,3,Fabulous
297,Centurion Hotel Residential Akasaka Station,Tokyo,"107-0052 Tokyo-to, Minato-ku Akasaka 3-12-3, Japan",627,7.7,3,Good
298,APA Hotel Akihabara-Ekimae,Tokyo,"101-0025 Tokyo-to, Chiyoda-ku Kanda Sakuma-cho 2-13-20, Japan",1092,7.7,2,Good
299,Super Hotel Lohas Ikebukuro-Eki Kitaguchi,Tokyo,"171-0014 Tokyo-to, Toshima-ku, Ikebukuro 2-62-14, Japan",1148,8.0,4,Very good
300,APA Hotel Ochanomizu-Ekikita,Tokyo,"113-0034 Tokyo-to, Bunkyo-ku, Ushima 3-1-6, Japan",1491,7.7,3,Good
301,Hotel + Hostel TOKYO AKIHABARA,Tokyo,"111-0053 Tokyo-to, Taito-ku, Asakusabashi 4-11-6, Japan",323,8.1,3,Very good
302,Mitsui Garden Hotel Jingugaien Tokyo Premier,Tokyo,"160-0013 Tokyo-to, Shinjuku-ku Kasumigaoka-cho 11-3, Japan",6378,8.8,1,Fabulous
303,Ueno Hotel,Tokyo,"110-0005 Tokyo-to, Taito-ku Ueno 7-12-9 , Japan",2523,7.4,1,Good
304,HOTEL SUI KANDA by ABEST,Tokyo,"101-0044 Tokyo-to, Chiyoda-ku Kaji-cho 1-9, Japan",779,8.0,3,Very good
305,安心お宿 新橋駅前店-男性専用,Tokyo,"105-0004 Tokyo-to, Minato-ku Shinbashi 3-21-6, Japan",383,8.0,3,Very good
306,Enzo Tokyo,Tokyo,"167-0023 Tokyo-to, Suginami-Ku, Kamiigusa1-32-10 , Japan",615,7.4,2,Good
307,Hotel Route-Inn Tokyo Asagaya,Tokyo,"166-0015 Tokyo-to, Suginami-ku, Naritahigashi 5-35-14, Japan",502,7.6,3,Good
308,Super Hotel Tokyo Akabane Eki Minamiguchi,Tokyo,"115-0044 Tokyo-to, Kita-ku Akabane 1-9-1, Japan",464,8.4,4,Very good
309,HOTEL LiVEMAX Asakusabashi-Eki Kitaguchi,Tokyo,"111-0052 Tokyo-to, Taito-ku Yanagibashi 2-7-2, Japan",256,7.5,3,Good
310,Hotel Kazusaya,Tokyo,"103-0023 Tokyo-to, 4-7-15 Nihombashihoncho, Chuo-ku, Japan",765,8.7,3,Fabulous
311,Hotel Trusty Tokyo Bayside,Tokyo,"135-0063 Tokyo-to, Koto-ku Ariake  3-1-15 , Japan",2098,7.9,3,Good
312,APA Hotel Ayase Ekimae,Tokyo,"120-0005 Tokyo-to, Adachi-ku Ayase 3-7-18, Japan",1305,7.9,3,Good
313,APA Hotel Shimbashi Onarimon,Tokyo,"105-0004 Tokyo-to, Minato-ku, Shinbashi 6-10-3 , Japan",811,7.1,3,Good
314,Ai Hotel Keikyu Kamata-ekimae,Tokyo,"144-0052 Tokyo-to, 4-18-24 Kamata, Ota-ku, Japan",1300,7.7,3,Good
315,Sakura Hotel Hatagaya,Tokyo,"151-0072 Tokyo-to, Shibuya-ku, Hatagaya 1-32-3, Japan",699,7.2,3,Good
316,Sotetsu Fresa Inn Tokyo Kanda,Tokyo,"101-0035 Tokyo-to, Chiyoda-ku, Kanda Konya-cho 8-1, Japan",1394,8.3,5,Very good
317,Sakura Sky Hotel,Tokyo,"130-0022 Tokyo-to, Sumida-ku Kotobashi 4-9-3, Japan",493,8.3,3,Very good
318,HOTEL MYSTAYS Gotanda,Tokyo,"141-0022 Tokyo-to, Shinagawa-ku, Higashigotanda 2-5-4, Japan",626,7.5,3,Good
319,Villa Fontaine Premier Haneda Airport,Tokyo,"144-0041 Tokyo-to, Ota-ku Haneda Airport 2-7-1, Japan",216,9.1,3,Superb
320,Dormy Inn Premium Tokyo Kodenmacho,Tokyo,"103-0001 Tokyo-to, Chuo-ku Nihonbashi Kodenma-cho 2-3, Japan",471,8.6,3,Fabulous
321,APA Hotel Akihabara Ekihigashi,Tokyo,"101-0025 Tokyo-to, Chiyoda-ku Kanda Sakumacho 3-2, Japan",1169,8.2,3,Very good
322,APA Hotel Shinagawa Togoshi Ekimae,Tokyo,"142-0041 Tokyo-to, Shinagawa-ku Togoshi 1-15-17, Japan",572,7.8,3,Good
323,ID Ohmori20,Tokyo,"143-0012 Tokyo-to, 大森東2-1-8, Japan",2,8.5,4,Very good
324,Hotel Risveglio Akasaka,Tokyo,"107-0052 Tokyo-to, Minato-ku, Akasaka 3-18-1, Japan",2478,8.4,3,Very good
325,cotoha Hotel Okachimachi,Tokyo,"110-0016 Tokyo-to, Taito-ku Taito 4-5-12, Japan",570,7.8,4,Good
326,Hotel Monterey Hanzomon,Tokyo,"102-0082 Tokyo-to, Chiyoda-ku Ichiban-cho  23-1 , Japan",2397,8.4,3,Very good
327,Ochanomizu Hotel Shoryukan,Tokyo,"101-0052 Tokyo-to, Chiyoda-ku Kanda Ogawamachi 3-24, Japan",123,8.6,2,Fabulous
328,La Vista Tokyo Bay,Tokyo,"135-0061 Tokyo-to, Koto-Ku, Toyosu 6-4-40, Japan",547,8.5,2,Very good
329,HOTEL CEN,Tokyo,"169-0073 Tokyo-to, Shinjuku-ku Hyakunincho 1-5-19, Japan",2953,8.2,3,Very good
330,Sakura Hotel Jimbocho,Tokyo,"101-0051 Tokyo-to, Chiyoda-ku Kanda-Jinbocho 2-21-4, Japan",911,8.0,3,Very good
331,HOTEL CHECK INN BALI adult only,Tokyo,"170-0014 Tokyo-to, 豊島区池袋（１丁目）4-5, Japan",288,7.1,3,Good
332,Shibuya Hotel En,Tokyo,"150-0044 Tokyo-to, Shibuya-ku, Maruyama-cho 1-1, Japan",847,7.7,3,Good
333,Theatel Haneda Ⅱ,Tokyo,"144-0043 Tokyo-to, Ota-ku,Haneda 4-4-6, Japan",811,7.4,2,Good
334,APA Hotel Shinjuku Kabukicho Chuo,Tokyo,"160-0021 Tokyo-to, Shinjuku Kabukicho 2-26-5, Japan",1106,7.7,3,Good
335,Hotel Keihan Tokyo Yotsuya,Tokyo,"160-0004 Tokyo-to, Shinjuku-ku Yotsuya 1-24, Japan",1283,8.3,3,Very good
336,HOTEL LiVEMAX Tokyo-Otsuka Ekimae,Tokyo,"170-0005 Tokyo-to, Toshima-ku Minamiotsuka 3-44-12, Japan",886,7.2,3,Good
337,APA Hotel Hatchobori-eki Minami,Tokyo,"104-0041 Tokyo-to, Chuo-ku Shintomi 1-14-7, Japan",1103,7.4,3,Good
338,Hotel Grand City,Tokyo,"170-0013 Tokyo-to, Toshima-ku, Higashiikebukuro 1-30-7, Japan",2383,7.8,3,Good
339,Sakuramichi Terrace,Tokyo,"169-0075 Tokyo-to, 新宿区高田馬場3-18-26, Japan",0,0.0,2,Exceptional
340,Sotetsu Fresa Inn Hamamatsucho-Daimon,Tokyo,"105-0012 Tokyo-to, Minato-ku, Shiba Daimon 1-2-7 , Japan",1872,7.8,3,Good
341,Granado Roppongi,Tokyo,"107-0052 Tokyo-to, 港区赤坂2-22-12, Japan",0,0.0,3,Exceptional
342,Outlet Hotel UenoEkimae,Tokyo,"110-0005 Tokyo-to, Taito-ku Ueno  2-14-28, Japan",945,7.9,3,Good
343,Shizutetsu Hotel Prezio Tokyo Tamachi,Tokyo,"108-0023 Tokyo-to, Minato-ku, Shibaura 3-6-18, Japan",1111,8.8,2,Fabulous
344,Nishitetsu Inn Nihonbashi,Tokyo,"103-0024 Tokyo-to, Chuo-ku Kofune-cho Nihonbashi  15-18 , Japan",685,8.2,3,Very good
345,Super Hotel Premier Akasaka,Tokyo,"107-0052 Tokyo-to, Minato-ku Akasaka 3-16-7, Japan",1340,8.4,2,Very good
346,"&AND HOSTEL KURAMAE WEST ""Wellness Cafe & Bar""",Tokyo,"111-0055 Tokyo-to, Taito-ku Misuji 2-11-2, Japan",672,8.2,4,Very good
347,stayme THE HOTEL Ueno,Tokyo,"110-0005 Tokyo-to, 上野7丁目10-13, Japan",244,7.9,4,Good
348,do-c Ebisu,Tokyo,"150-0013 Tokyo-to, Shibuyaku, Ebisu 1-8-1, Japan",1895,7.3,3,Good
349,Hotel The Celestine Tokyo Shiba,Tokyo,"105-0014 Tokyo-to, Minato-ku, Shiba 3-23-1, Japan",1782,8.8,3,Fabulous
350,Act Hotel Roppongi,Tokyo,"106-0032 Tokyo-to, Minato-ku Roppongi 7-17-15, Japan",910,8.1,3,Very good
351,Myoujin-no-Yu Dormy Inn Premium Kanda,Tokyo,"104-0033 Tokyo-to, Chiyoda-ku Kanda Sudacho 1-16, Japan",615,8.6,3,Fabulous
352,Hotel Gracery Tokyo Tamachi,Tokyo,"108-0023 Tokyo-to, Minato-ku, Shibaura 3-8-1, Japan",938,8.2,3,Very good
353,Nest Hotel Tokyo Hanzomon,Tokyo,"102-0092 Tokyo-to, Chiyoda ku Hayabusa cho 2-18, Japan",3100,8.3,3,Very good
354,Hotel Emit Ueno,Tokyo,"110-0015 Tokyo-to, Taito-ku Higashiueno 4-1-1, Japan",1398,8.0,3,Very good
355,小春日和_沐夏館,Tokyo,"169-0073 Tokyo-to, 東京都新宿区百人町2-6-6, Japan",0,0.0,3,Fabulous
356,Hotel VARKIN,Tokyo,"170-0014 Tokyo-to, 1-1-14 Ikebukuro Toshima-ku, Japan",1179,8.0,3,Very good
357,Tabist Hotel Mercury Asakusabashi,Tokyo,"111-0053 Tokyo-to, Taito-ku Asakusabashi 2-1-9, Japan",239,6.6,3,Pleasant
358,APA Hotel Roppongi Ekimae,Tokyo,"106-0032 Tokyo-to, MInato-ku, Roppongi 6-7-8, Japan",1311,7.6,3,Good
